trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2441,True,"{'a': 0, 'e': 0}",25,0,12.91882985216872,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2442,True,"{'a': 0, 'e': 0}",20,0,-103.3527104384772,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
2443,True,"{'a': 0, 'e': 0}",20,0,-51.01001348066702,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
2444,True,"{'a': 0, 'e': 0}",20,0,-33.67332449881504,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
2445,True,"{'a': 0, 'e': 0}",25,0,26.10544318666364,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2446,True,"{'a': 0, 'e': 0}",20,0,-30.137887825730807,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2447,True,"{'a': 0, 'e': 0}",20,0,26.967752612210365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2448,True,"{'a': 0, 'e': 0}",25,0,19.68071371480167,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2449,True,"{'a': 0, 'e': 0}",20,0,-73.57101676575311,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
2450,True,"{'a': 0, 'e': 0}",30,0,-45.48849067645805,"{0: 27, 1: 0, 2: 0, 3: 2, 4: 1}",0
2451,True,"{'a': 0, 'e': 0}",20,0,1.4355853879688496,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
2452,True,"{'a': 0, 'e': 0}",20,0,-21.429064102001856,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2453,True,"{'a': 0, 'e': 0}",30,10,-87.05756234071963,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
2454,True,"{'a': 0, 'e': 0}",35,0,-99.56984703885054,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 3}",0
2455,True,"{'a': 0, 'e': 0}",20,12,10.406288571200264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2456,True,"{'a': 0, 'e': 0}",20,0,-40.86474191546566,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
2457,True,"{'a': 0, 'e': 0}",25,0,31.244027091614825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2458,True,"{'a': 0, 'e': 0}",20,8,-87.34227437487657,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 2}",1
2459,True,"{'a': 0, 'e': 0}",25,0,-45.73076608159822,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
2460,True,"{'a': 0, 'e': 0}",25,0,-75.616017656063,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
2461,True,"{'a': 0, 'e': 0}",20,3,17.924546634033607,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2462,True,"{'a': 0, 'e': 0}",25,0,-15.074737818624303,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2463,True,"{'a': 0, 'e': 0}",20,12,13.395556389872937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2464,True,"{'a': 0, 'e': 0}",25,0,-34.256732324759355,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
2465,True,"{'a': 0, 'e': 0}",25,0,-118.20294844144391,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 3}",0
2466,True,"{'a': 0, 'e': 0}",35,0,-100.0942963091908,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 3}",0
2467,True,"{'a': 0, 'e': 0}",25,0,13.658794292909931,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2468,True,"{'a': 0, 'e': 0}",30,0,-31.854602934026968,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
2469,True,"{'a': 0, 'e': 0}",20,0,18.32517949176794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2470,True,"{'a': 0, 'e': 0}",30,1,31.98904603398501,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
2471,True,"{'a': 0, 'e': 0}",30,2,-94.72167536627414,"{0: 23, 1: 1, 2: 0, 3: 2, 4: 2}",1
2472,True,"{'a': 0, 'e': 0}",25,11,16.701465836456258,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2473,True,"{'a': 0, 'e': 0}",25,0,22.2690854194324,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2474,True,"{'a': 0, 'e': 0}",25,0,-24.996928053361955,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
2475,True,"{'a': 0, 'e': 0}",20,0,7.382962605006055,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2476,True,"{'a': 0, 'e': 0}",25,13,-36.01548579451217,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2477,True,"{'a': 0, 'e': 0}",20,16,6.214636225465929,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2478,True,"{'a': 0, 'e': 0}",30,0,-21.31215908816598,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
2479,True,"{'a': 0, 'e': 0}",25,0,13.924859986734567,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2480,True,"{'a': 0, 'e': 0}",20,0,-80.47399477539125,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
2481,True,"{'a': 0, 'e': 0}",25,9,-11.246129923695332,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
2482,True,"{'a': 0, 'e': 0}",20,0,-3.657393565902188,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
2483,True,"{'a': 0, 'e': 0}",20,0,-99.00489713010973,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
2484,True,"{'a': 0, 'e': 0}",25,0,-14.972344589679155,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2485,True,"{'a': 0, 'e': 0}",25,0,-38.41746144726909,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
2486,True,"{'a': 0, 'e': 0}",35,0,-266.86971151941475,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 7}",0
2487,True,"{'a': 0, 'e': 0}",20,0,-10.137431122942797,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
2488,True,"{'a': 0, 'e': 0}",20,0,-39.72470521818592,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
2489,True,"{'a': 0, 'e': 0}",30,0,-94.29874930426338,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 3}",0
2490,True,"{'a': 0, 'e': 0}",25,4,25.896361237200473,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2491,True,"{'a': 0, 'e': 0}",30,0,-62.11305496595007,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
2492,True,"{'a': 0, 'e': 0}",30,4,-0.8760914430913254,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",1
2493,True,"{'a': 0, 'e': 0}",20,6,11.413817190611066,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2494,True,"{'a': 0, 'e': 0}",25,0,4.202875087550984,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
2495,True,"{'a': 0, 'e': 0}",20,0,-65.77773477380319,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
2496,True,"{'a': 0, 'e': 0}",20,0,0.37113314203564984,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2497,True,"{'a': 0, 'e': 0}",25,0,20.734342412277513,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2498,True,"{'a': 0, 'e': 0}",25,0,-44.84500697506975,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
2499,True,"{'a': 0, 'e': 0}",25,0,-35.26878360867078,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
2500,True,"{'a': 0, 'e': 0}",20,0,17.607298179305797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2501,True,"{'a': 0, 'e': 0}",25,0,-4.829970574887057,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
2502,True,"{'a': 0, 'e': 0}",25,0,0.4725635655416067,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
2503,True,"{'a': 0, 'e': 0}",25,0,-21.298975273112987,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
2504,True,"{'a': 0, 'e': 0}",25,0,-120.7493331217226,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 3}",0
2505,True,"{'a': 0, 'e': 0}",20,0,-16.486414168397122,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2506,True,"{'a': 0, 'e': 0}",20,0,-12.654322268076939,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
2507,True,"{'a': 0, 'e': 0}",20,0,9.124757731185108,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
2508,True,"{'a': 0, 'e': 0}",30,0,35.66684111718797,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2509,True,"{'a': 0, 'e': 0}",30,0,30.06622925592189,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2510,True,"{'a': 0, 'e': 0}",20,0,-21.984358021545333,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
2511,True,"{'a': 0, 'e': 0}",25,0,-8.810130370207705,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
2512,True,"{'a': 0, 'e': 0}",20,3,1.3220037924656136,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
2513,True,"{'a': 0, 'e': 0}",30,0,15.691876759631421,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
2514,True,"{'a': 0, 'e': 0}",20,0,3.820010713652664,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
2515,True,"{'a': 0, 'e': 0}",30,0,-14.622790797587438,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
2516,True,"{'a': 0, 'e': 0}",20,0,-22.836783457173123,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2517,True,"{'a': 0, 'e': 0}",35,0,-122.29567224260533,"{0: 30, 1: 0, 2: 1, 3: 1, 4: 3}",0
2518,True,"{'a': 0, 'e': 0}",35,0,15.629126448119546,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
2519,True,"{'a': 0, 'e': 0}",25,0,-20.63234058147929,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
2520,True,"{'a': 0, 'e': 0}",20,0,-28.679391223493703,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
2521,True,"{'a': 0, 'e': 0}",20,0,-3.282653997685403,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
2522,True,"{'a': 0, 'e': 0}",20,0,-26.709796544936474,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2523,True,"{'a': 0, 'e': 0}",25,0,18.523031647155783,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2524,True,"{'a': 0, 'e': 0}",25,0,27.51904183747729,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2525,True,"{'a': 0, 'e': 0}",20,0,-75.80614804971648,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
2526,True,"{'a': 0, 'e': 0}",30,0,-33.90465381831051,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
2527,True,"{'a': 0, 'e': 0}",20,0,-30.252236179297128,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
2528,True,"{'a': 0, 'e': 0}",25,0,-32.64095998899701,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
2529,True,"{'a': 0, 'e': 0}",35,0,-2.5340289544757475,"{0: 31, 1: 1, 2: 3, 3: 0, 4: 0}",0
2530,True,"{'a': 0, 'e': 0}",35,0,-4.915977501313308,"{0: 32, 1: 0, 2: 2, 3: 1, 4: 0}",0
2531,True,"{'a': 0, 'e': 0}",30,0,-73.9940975931987,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 2}",0
2532,True,"{'a': 0, 'e': 0}",25,3,27.87097004546519,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2533,True,"{'a': 0, 'e': 0}",25,0,-70.79828212475005,"{0: 20, 1: 2, 2: 0, 3: 2, 4: 1}",0
2534,True,"{'a': 0, 'e': 0}",20,0,-61.48107562882305,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
2535,True,"{'a': 0, 'e': 0}",35,0,25.722488372584387,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
2536,True,"{'a': 0, 'e': 0}",25,0,28.50215061919129,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2537,True,"{'a': 0, 'e': 0}",25,0,24.453986838191753,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2538,True,"{'a': 0, 'e': 0}",20,0,-71.51067459015299,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
2539,True,"{'a': 0, 'e': 0}",20,0,14.963306920299454,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2540,True,"{'a': 0, 'e': 0}",35,7,-7.1139845041348755,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
2541,True,"{'a': 0, 'e': 0}",25,0,23.313011577470302,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2542,True,"{'a': 0, 'e': 0}",20,0,-62.38079042374041,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
2543,True,"{'a': 0, 'e': 0}",35,0,-69.91890489313607,"{0: 31, 1: 0, 2: 2, 3: 0, 4: 2}",0
2544,True,"{'a': 0, 'e': 0}",25,0,-20.873411640113893,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2545,True,"{'a': 0, 'e': 0}",20,0,-7.760971393118052,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
2546,True,"{'a': 0, 'e': 0}",30,0,-35.76903896758719,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
2547,True,"{'a': 0, 'e': 0}",20,0,0.8969600199847005,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2548,True,"{'a': 0, 'e': 0}",25,0,-147.18290970612887,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 4}",0
2549,True,"{'a': 0, 'e': 0}",20,0,25.360792315950476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2550,True,"{'a': 0, 'e': 0}",20,0,24.984974273551142,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2551,True,"{'a': 0, 'e': 0}",20,0,-90.59901116105259,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
2552,True,"{'a': 0, 'e': 0}",25,0,-19.105122105541543,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
2553,True,"{'a': 0, 'e': 0}",25,0,-72.20939391433576,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
2554,True,"{'a': 0, 'e': 0}",20,0,0.755512201486967,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
2555,True,"{'a': 0, 'e': 0}",25,0,-11.138905564615943,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
2556,True,"{'a': 0, 'e': 0}",20,5,17.100250887325707,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2557,True,"{'a': 0, 'e': 0}",30,0,-49.48905826087717,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
2558,True,"{'a': 0, 'e': 0}",20,0,-8.984749438582197,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
2559,True,"{'a': 0, 'e': 0}",20,0,22.161177683056238,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2560,True,"{'a': 0, 'e': 0}",20,15,3.171492020810072,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2561,True,"{'a': 0, 'e': 0}",20,0,-73.61846045614698,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
2562,True,"{'a': 0, 'e': 0}",20,0,20.401824196026453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2563,True,"{'a': 0, 'e': 0}",20,0,24.46164164646759,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2564,True,"{'a': 0, 'e': 0}",20,0,-38.25864634896764,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
2565,True,"{'a': 0, 'e': 0}",30,0,-139.33361847212308,"{0: 24, 1: 1, 2: 0, 3: 2, 4: 3}",0
2566,True,"{'a': 0, 'e': 0}",20,0,7.446139061874058,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2567,True,"{'a': 0, 'e': 0}",25,0,8.512503278622091,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
2568,True,"{'a': 0, 'e': 0}",20,8,14.892766315293901,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2569,True,"{'a': 0, 'e': 0}",20,0,-18.82105015759889,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2570,True,"{'a': 0, 'e': 0}",20,0,10.380034116671876,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
2571,True,"{'a': 0, 'e': 0}",25,0,-43.66399875257691,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
2572,True,"{'a': 0, 'e': 0}",20,0,-20.090989504701675,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2573,True,"{'a': 0, 'e': 0}",25,0,-42.25173460444574,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
2574,True,"{'a': 0, 'e': 0}",25,0,-36.40321606080806,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
2575,True,"{'a': 0, 'e': 0}",25,0,14.297644147827658,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2576,True,"{'a': 0, 'e': 0}",20,0,-41.5156769702508,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
2577,True,"{'a': 0, 'e': 0}",20,0,-43.298243049297874,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
2578,True,"{'a': 0, 'e': 0}",25,0,20.08234155731055,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2579,True,"{'a': 0, 'e': 0}",25,0,22.919379703101786,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2580,True,"{'a': 0, 'e': 0}",30,0,-26.50355929326869,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
2581,True,"{'a': 0, 'e': 0}",25,6,31.929401295217748,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2582,True,"{'a': 0, 'e': 0}",20,0,-61.40562672077181,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
2583,True,"{'a': 0, 'e': 0}",20,0,-50.451358438157705,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
2584,True,"{'a': 0, 'e': 0}",30,6,-1.9916241799773706,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
2585,True,"{'a': 0, 'e': 0}",20,0,-42.06421551398381,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
2586,True,"{'a': 0, 'e': 0}",35,0,-68.80874904151062,"{0: 31, 1: 0, 2: 1, 3: 1, 4: 2}",0
2587,True,"{'a': 0, 'e': 0}",20,3,18.002550831880367,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2588,True,"{'a': 0, 'e': 0}",30,0,-67.08038035255379,"{0: 26, 1: 0, 2: 0, 3: 3, 4: 1}",0
2589,True,"{'a': 0, 'e': 0}",25,0,-40.81099875494728,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
2590,True,"{'a': 0, 'e': 0}",20,0,-71.3307078763799,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
2591,True,"{'a': 0, 'e': 0}",20,0,-81.10057521206552,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
2592,True,"{'a': 0, 'e': 0}",25,0,-18.522321965263565,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
2593,True,"{'a': 0, 'e': 0}",25,0,16.857792814665164,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2594,True,"{'a': 0, 'e': 0}",20,0,-78.3217285095396,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
2595,True,"{'a': 0, 'e': 0}",25,0,-7.39141964352,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
2596,True,"{'a': 0, 'e': 0}",20,0,7.163992877196479,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2597,True,"{'a': 0, 'e': 0}",25,0,-134.31121952831833,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 4}",0
2598,True,"{'a': 0, 'e': 0}",20,0,-58.143526905866814,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
2599,True,"{'a': 0, 'e': 0}",20,0,-17.5878696611984,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2600,True,"{'a': 0, 'e': 0}",30,0,-34.60305730662841,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
2601,True,"{'a': 0, 'e': 0}",25,5,30.362298945263895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2602,True,"{'a': 0, 'e': 0}",30,0,17.296559033205885,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
2603,True,"{'a': 0, 'e': 0}",25,0,-31.00674525058311,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
2604,True,"{'a': 0, 'e': 0}",20,0,-0.9810408435734914,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
2605,True,"{'a': 0, 'e': 0}",35,2,-38.64989779563322,"{0: 30, 1: 0, 2: 1, 3: 1, 4: 1}",1
2606,True,"{'a': 0, 'e': 0}",20,0,21.90684024340502,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2607,True,"{'a': 0, 'e': 0}",25,0,33.99142896053445,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2608,True,"{'a': 0, 'e': 0}",25,0,3.6406981707056536,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
2609,True,"{'a': 0, 'e': 0}",20,0,-98.07103655930672,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
2610,True,"{'a': 0, 'e': 0}",20,0,-44.353944689246774,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
2611,True,"{'a': 0, 'e': 0}",25,0,-1.563305601001569,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
2612,True,"{'a': 0, 'e': 0}",20,0,-4.213120013737381,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
2613,True,"{'a': 0, 'e': 0}",30,0,19.70348680674219,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
2614,True,"{'a': 0, 'e': 0}",20,0,-0.5070736431478218,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
2615,True,"{'a': 0, 'e': 0}",30,0,13.452653153238234,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
2616,True,"{'a': 0, 'e': 0}",20,7,9.128923595823276,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2617,True,"{'a': 0, 'e': 0}",35,23,-24.49226781286516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2618,True,"{'a': 0, 'e': 0}",20,0,-66.1142504671338,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
2619,True,"{'a': 0, 'e': 0}",25,0,28.915077931871707,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2620,True,"{'a': 0, 'e': 0}",20,0,23.1819592364783,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2621,True,"{'a': 0, 'e': 0}",20,0,10.02994534937177,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
2622,True,"{'a': 0, 'e': 0}",35,0,-8.958950549148234,"{0: 32, 1: 0, 2: 2, 3: 1, 4: 0}",0
2623,True,"{'a': 0, 'e': 0}",20,0,-29.70050958109258,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
2624,True,"{'a': 0, 'e': 0}",30,0,15.938171258521649,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
2625,True,"{'a': 0, 'e': 0}",20,0,-63.25943279310035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
2626,True,"{'a': 0, 'e': 0}",25,0,-30.845154018682692,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
2627,True,"{'a': 0, 'e': 0}",20,14,7.999892539056351,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,True,"{'a': 0, 'e': 0}",25,0,26.955020551573178,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2629,True,"{'a': 0, 'e': 0}",20,0,25.69159888816172,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2630,True,"{'a': 0, 'e': 0}",20,0,-54.793644643809834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
2631,True,"{'a': 0, 'e': 0}",20,0,-16.316938072527925,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2632,True,"{'a': 0, 'e': 0}",30,0,5.600478612276115,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
2633,True,"{'a': 0, 'e': 0}",25,0,-46.30357223976204,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
2634,True,"{'a': 0, 'e': 0}",25,0,-14.510090316064238,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2635,True,"{'a': 0, 'e': 0}",20,0,-10.232098594840027,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
2636,True,"{'a': 0, 'e': 0}",25,0,-32.140150836578904,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
2637,True,"{'a': 0, 'e': 0}",20,0,-11.062901132279771,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
2638,True,"{'a': 0, 'e': 0}",20,0,29.07702584076468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2639,True,"{'a': 0, 'e': 0}",35,2,-42.37186772709043,"{0: 29, 1: 1, 2: 1, 3: 1, 4: 1}",1
2640,True,"{'a': 0, 'e': 0}",20,0,-108.74456203477317,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
2641,True,"{'a': 0, 'e': 0}",25,0,-59.51224597162031,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
2642,True,"{'a': 0, 'e': 0}",30,0,-10.961689327714137,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
2643,True,"{'a': 0, 'e': 0}",25,0,5.763154985661238,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
2644,True,"{'a': 0, 'e': 0}",20,0,21.025145328213114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2645,True,"{'a': 0, 'e': 0}",20,0,-2.9075597685925123,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
2646,True,"{'a': 0, 'e': 0}",20,0,-2.9876568128453265,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
